InvoiceDate,CustomerID,OrderTotal
2010-12-01,13777,1552.98
2010-12-01,13777,2558.42
2010-12-01,13777,497
2010-12-01,17690,279.6
2010-12-01,13777,315.96
2010-12-01,17690,97.2
2010-12-01,13777,330
2010-12-01,12947,304.04
2010-12-01,13777,198
2010-12-01,13777,1132.8
2010-12-01,17460,19.9
2010-12-01,18229,344.2
2010-12-01,14142,311.81
2010-12-01,17069,277.05
2010-12-01,13065,205.86
2010-12-01,14606,198.32
2010-12-01,16835,81.75
2010-12-01,15235,79.5
2010-12-01,13576,349.15
2010-12-01,18011,102.79
2010-12-02,13090,160.6
2010-12-02,15694,306.4
2010-12-02,17850,251.62
2010-12-02,17850,22.2
2010-12-02,17850,163.76
2010-12-02,17850,22.2
2010-12-02,14741,184.5
2010-12-02,13715,272.65
2010-12-02,17732,303.97
2010-12-02,12855,38.1
2010-12-02,17850,244.46
2010-12-02,17850,22.2
2010-12-02,15752,259.65
2010-12-02,17850,206.76
2010-12-02,17855,208.97
2010-12-02,17850,22.2
2010-12-02,14047,286.92
2010-12-02,17925,244.08
2010-12-02,13941,1095.12
2010-12-02,17017,780.12
2010-12-02,17017,97.2
2010-12-02,14135,485.25
2010-12-02,13108,350.06
2010-12-02,15601,768.38
2010-12-02,13418,610.64
2010-12-02,13418,12.6
2010-12-02,15658,306.2
2010-12-02,17850,230.56
2010-12-02,17850,22.2
2010-12-02,17850,244.46
2010-12-02,17850,22.2
2010-12-02,14388,312.8
2010-12-02,14901,204.15
2010-12-02,18041,193.78
2010-12-02,15955,572.38
2010-12-02,15070,106.2
2010-12-02,18041,235.16
2010-12-02,16244,1056.63
2010-12-02,15111,288.5
2010-12-02,12748,4.25
2010-12-02,14390,223.7
2010-12-02,16546,299.4
2010-12-02,15260,362.5
2010-12-02,15260,58
2010-12-02,13305,136.2
2010-12-02,14491,127.2
2010-12-02,14060,339.84
2010-12-02,15923,127.08
2010-12-02,16752,207.5
2010-12-02,17287,113.92
2010-12-02,17850,380.46
2010-12-02,17850,22.2
2010-12-02,17850,331.26
2010-12-02,17850,22.2
2010-12-02,15363,326.0
2010-12-02,12915,199.65
2010-12-02,15544,354.54
2010-12-02,15738,329.65
2010-12-02,17381,211.2
2010-12-02,17381,824.88
2010-12-02,15827,98.18
2010-12-02,14180,201.75
2010-12-02,15827,92.75
2010-12-02,13117,202.12
2010-12-02,16916,198.08
2010-12-02,17964,261.76
2010-12-02,14466,379.75
2010-12-02,17235,341.9
2010-12-02,16510,248.1
2010-12-02,17802,100.2
2010-12-02,15107,116.0
2010-12-02,17976,353.19
2010-12-02,17850,434.8
2010-12-02,17850,22.2
2010-12-02,17850,390.66
2010-12-02,17850,22.2
2010-12-02,14449,210.24
2010-12-02,16781,311.25
2010-12-02,13491,98.9
2010-12-02,16186,307.68
2010-12-02,17685,452.52
2010-12-02,17581,668.4
2010-12-02,17581,118.38
2010-12-02,15732,138.1
2010-12-02,13138,193.23
2010-12-02,15823,15
2010-12-02,17460,50.4
2010-12-02,17567,517.95
2010-12-02,15061,4076.48
2010-12-02,15061,2170.9
2010-12-02,15061,2730.96
2010-12-02,15061,324
2010-12-02,17850,192.46
2010-12-02,15061,75
2010-12-02,17850,22.2
2010-12-02,17850,532.01
2010-12-02,17850,44.4
2010-12-02,15061,30
2010-12-02,16203,170.7
2010-12-02,13767,322.8
2010-12-02,15640,333.72
2010-12-02,15574,375.65
2010-12-02,16770,130.8
2010-12-02,17838,717.16
2010-12-02,17228,183.3
2010-12-02,14829,236.97
2010-12-02,17412,197.3
2010-12-02,14911,22.5
2010-12-02,14031,1714.25
2010-12-02,14775,406.56
2010-12-02,12971,45.12
2010-12-02,17659,247.8
2010-12-02,15299,1003.2
2010-12-02,15299,303.96
2010-12-02,15299,527.85
2010-12-02,15646,189.8
2010-12-02,13402,308.28
2010-12-02,17757,143.45
2010-12-02,13011,50.55
2010-12-02,13798,408
2010-12-02,16754,2002.4
2010-12-02,16029,569.4
2010-12-02,16634,164.8
2010-12-02,18239,438.1
2010-12-02,14576,35.4
2010-12-02,13145,295
2010-12-02,18168,263.3
2010-12-02,14395,308.68
2010-12-02,14865,37.2
2010-12-02,15093,623.73
2010-12-02,12738,155.35
2010-12-02,16150,393.42
2010-12-02,17552,263.62
2010-12-02,17552,34.9
2010-12-02,14236,189.3
2010-12-02,17961,127.55
2010-12-02,14573,413.1
2010-12-03,17135,215.58
2010-12-03,13408,534
2010-12-03,17396,397.5
2010-12-03,12967,1368.4
2010-12-03,12686,89.14
2010-12-03,13370,754.87
2010-12-03,16883,128.03
2010-12-03,13520,303.4
2010-12-03,12841,294.25
2010-12-03,16905,254.4
2010-12-03,12427,303.5
2010-12-03,17967,123.07
2010-12-03,16891,232.26
2010-12-03,14589,39.75
2010-12-03,14156,322.2
2010-12-03,14680,1680.88
2010-12-03,17884,187.51
2010-12-03,12557,620.0
2010-12-03,14083,309.54
2010-12-03,13013,841.94
2010-12-03,13013,686.4
2010-12-03,17809,425
2010-12-03,14210,304.95
2010-12-03,17809,791.7
2010-12-03,16477,225.65
2010-12-03,12600,76.5
2010-12-03,16013,534
2010-12-03,16013,528
2010-12-03,17949,1314
2010-12-03,12779,248.16
2010-12-03,16926,230.25
2010-12-03,17787,736.28
2010-12-03,12682,336.24
2010-12-03,14911,1705.65
2010-12-03,14723,149.8
2010-12-03,17954,108.78
2010-12-03,17819,591.47
2010-12-03,14723,101.14
2010-12-03,12712,175.53
2010-12-03,17841,339.54
2010-12-03,15373,334.3
2010-12-03,16140,124.14
2010-12-03,17198,272.01
2010-12-03,17238,254.39
2010-12-03,17238,115.7
2010-12-03,12793,131.8
2010-12-03,15769,91.8
2010-12-03,14396,110.35
2010-12-03,14898,98.5
2010-12-03,12725,427.8
2010-12-03,16725,122.15
2010-12-03,12395,346.1
2010-12-03,16455,246.3
2010-12-03,16455,135
2010-12-03,13081,2355.18
2010-12-03,13081,11.6
2010-12-03,15545,135.33
2010-12-05,17243,256.9
2010-12-05,15465,535.75
2010-12-05,13089,734.4
2010-12-05,16033,155.64
2010-12-05,13838,238.11
2010-12-05,18055,431.45
2010-12-05,15038,126.43
2010-12-05,18109,277.45
2010-12-05,13069,326.6
2010-12-05,13069,5.9
2010-12-05,16241,277.65
2010-12-05,14800,555.84
2010-12-05,15708,350.68
2010-12-05,16839,552.24
2010-12-05,16168,275.8
2010-12-05,16931,152.05
2010-12-05,16814,273.29
2010-12-05,15351,274.67
2010-12-05,13269,351.43
2010-12-05,14813,127.98
2010-12-05,12567,1526.92
2010-12-05,14813,27.45
2010-12-05,17062,179.64
2010-12-05,15332,1145.06
2010-12-05,15332,438.0
2010-12-05,15332,15
2010-12-05,14810,180.44
2010-12-05,16353,204
2010-12-05,18118,475.86
2010-12-05,13831,408.0
2010-12-05,12841,211.74
2010-12-05,13506,301.12
2010-12-05,17796,114.65
2010-12-05,15716,547.1
2010-12-05,18156,206.23
2010-12-05,16983,163.49
2010-12-05,17059,722.36
2010-12-05,12748,273.76
2010-12-05,16327,535.6
2010-12-05,17211,273.3
2010-12-05,17026,33.15
2010-12-05,12748,70.42
2010-12-05,15570,517.65
2010-12-05,12748,41.45
2010-12-05,15880,343.28
2010-12-05,16718,623.75
2010-12-05,15808,1021.45
2010-12-05,12748,75.64
2010-12-05,17858,251.25
2010-12-05,16393,184.8
2010-12-05,14527,292.95
2010-12-05,14161,283.15
2010-12-05,17863,384.72
2010-12-05,16411,131.5
2010-12-05,13767,806.28
2010-12-05,16402,211.8
2010-12-05,15023,460.6
2010-12-05,17402,271.2
2010-12-05,15311,650.64
2010-12-05,15426,411.42
2010-12-05,12647,286.5
2010-12-05,12647,85.5
2010-12-05,15894,156.74
2010-12-05,15867,112.9
2010-12-05,12472,1631.3
2010-12-05,14506,269.7
2010-12-05,15555,198.43
2010-12-05,13034,165.86
2010-12-05,15235,85.55
2010-12-05,17402,188.77
2010-12-05,15889,297.92
2010-12-05,14606,192.68
2010-12-05,15953,209.84
2010-12-05,16143,355.75
2010-12-05,12720,473.39
2010-12-05,12748,8.65
2010-12-05,16422,1668.2
2010-12-05,12747,358.56
2010-12-05,15502,569.5
2010-12-05,15502,167.2
2010-12-05,12763,320.08
2010-12-05,14081,423.52
2010-12-05,17965,37.35
2010-12-05,14404,133.48
2010-12-05,13579,164.7
2010-12-05,13174,1415.97
2010-12-05,12748,496.48
2010-12-06,15987,113.48
2010-12-06,17677,922.4
2010-12-06,17677,25.2
2010-12-06,17677,17.4
2010-12-06,13652,308.8
2010-12-06,17428,353.0
2010-12-06,17381,2567.64
2010-12-06,16858,375.69
2010-12-06,16161,164.2
2010-12-06,18219,210.19
2010-12-06,14293,364.92
2010-12-06,14748,412.22
2010-12-06,16638,50.4
2010-12-06,17674,300.66
2010-12-06,14748,58.2
2010-12-06,12808,129.4
2010-12-06,13094,223.68
2010-12-06,15899,56.25
2010-12-06,16955,33
2010-12-06,12708,196.44
2010-12-06,15898,382.69
2010-12-06,14443,303.5
2010-12-06,16210,2263.8
2010-12-06,17691,142.5
2010-12-06,17227,142.25
2010-12-06,15039,611.51
2010-12-06,15919,270.72
2010-12-06,13497,153.5
2010-12-06,15860,102.66
2010-12-06,14189,311.24
2010-12-06,15304,123.15
2010-12-06,14344,322.8
2010-12-06,16719,430.73
2010-12-06,15048,98.7
2010-12-06,15301,673.37
2010-12-06,14708,419.06
2010-12-06,16898,116.08
2010-12-06,12748,133.07
2010-12-06,14825,184.1
2010-12-06,18113,76.32
2010-12-06,17596,392.62
2010-12-06,15078,449.95
2010-12-06,14085,308.05
2010-12-06,15078,25.2
2010-12-06,14911,377.5
2010-12-06,17860,252.8
2010-12-06,13155,379.7
2010-12-06,15028,185.97
2010-12-06,16919,198.35
2010-12-06,17259,381.64
2010-12-06,17019,358.82
2010-12-06,16722,480.68
2010-12-06,15882,270.52
2010-12-06,14911,784.15
2010-12-06,15882,100.8
2010-12-06,14667,511.56
2010-12-06,16710,375.47
2010-12-06,15984,122.7
2010-12-06,14487,125.1
2010-12-06,14911,20.85
2010-12-06,13468,222.18
2010-12-06,17682,391.5
2010-12-06,17757,149.0
2010-12-06,16658,123.24
2010-12-06,16550,554.66
2010-12-06,17068,166.15
2010-12-06,13089,2415.04
2010-12-06,13089,81.18
2010-12-06,15356,150.22
2010-12-06,17223,292.84
2010-12-06,16817,244.2
2010-12-06,13030,427.74
2010-12-06,17191,422.81
2010-12-06,17191,30.45
2010-12-06,17191,56.85
2010-12-06,17841,406.69
2010-12-06,15502,192.7
2010-12-06,15194,406.16
2010-12-06,14409,151.2
2010-12-06,14409,177.6
2010-12-06,16654,227.4
2010-12-06,17884,137.11
2010-12-06,13495,510.95
2010-12-06,17519,335.3
2010-12-06,17218,292.54
2010-12-06,17812,217.55
2010-12-06,14215,166.0
2010-12-06,15602,92.55
2010-12-06,17320,450.92
2010-12-06,12748,82.12
2010-12-06,12913,417.62
2010-12-06,17920,221.5
2010-12-06,17869,214.32
2010-12-06,13564,540.0
2010-12-07,18055,569.03
2010-12-07,13963,151.3
2010-12-07,17450,39.6
2010-12-07,17450,1989.24
2010-12-07,17511,1644.94
2010-12-07,17091,293.45
2010-12-07,17470,178.4
2010-12-07,17616,326.4
2010-12-07,15649,510
2010-12-07,17228,172.65
2010-12-07,12681,1033.52
2010-12-07,14907,618.07
2010-12-07,17735,454.6
2010-12-07,16059,118.25
2010-12-07,12567,415.46
2010-12-07,17720,102
2010-12-07,15018,111.25
2010-12-07,14344,17.85
2010-12-07,12971,111.54
2010-12-07,15838,957.5
2010-12-07,14733,1830.02
2010-12-07,17017,511.8
2010-12-07,13756,532.8
2010-12-07,14176,159.55
2010-12-07,15353,311.65
2010-12-07,18119,181.12
2010-12-07,17491,327.4
2010-12-07,14282,571.0
2010-12-07,12647,596.8
2010-12-07,13569,118.32
2010-12-07,14135,319.0
2010-12-07,17954,19.9
2010-12-07,17287,108.78
2010-12-07,14673,373.49
2010-12-07,13488,1381.92
2010-12-07,16221,166.74
2010-12-07,15002,631.65
2010-12-07,15965,156.19
2010-12-07,15024,444.42
2010-12-07,17675,617.12
2010-12-07,13769,322.3
2010-12-07,16904,322.8
2010-12-07,15898,139.0
2010-12-07,16904,15.9
2010-12-07,16086,177.26
2010-12-07,15061,2022.16
2010-12-07,13786,230.4
2010-12-07,13880,97.8
2010-12-07,13173,165.94
2010-12-07,15858,383.93
2010-12-07,12748,306.84
2010-12-07,15180,87.5
2010-12-07,12347,711.79
2010-12-07,14739,713.88
2010-12-07,16293,378.75
2010-12-07,17419,356.87
2010-12-07,17419,17.4
2010-12-07,16775,231.9
2010-12-07,16306,68.1
2010-12-07,16950,172.0
2010-12-07,17591,406.6
2010-12-07,12839,402.61
2010-12-07,13807,112.6
2010-12-07,16125,289.35
2010-12-07,17897,268.73
2010-12-07,15081,111.15
2010-12-07,18102,9639.12
2010-12-07,18102,395.76
2010-12-07,18102,15885.49
2010-12-07,15024,46.8
2010-12-07,16365,139.86
2010-12-08,17870,326.4
2010-12-08,14821,48.8
2010-12-08,16863,164.25
2010-12-08,13078,514.39
2010-12-08,13267,328.45
2010-12-08,13050,328.01
2010-12-08,12709,522.7
2010-12-08,15628,319.18
2010-12-08,12386,258.9
2010-12-08,16779,356.91
2010-12-08,13599,253.24
2010-12-08,13329,304.2
2010-12-08,13599,99.6
2010-12-08,12921,365.4
2010-12-08,18077,204.87
2010-12-08,14744,225.0
2010-12-08,17406,702.1
2010-12-08,15750,301.52
2010-12-08,13983,329.36
2010-12-08,13842,310.57
2010-12-08,14796,671.21
2010-12-08,12441,173.55
2010-12-08,14901,158.25
2010-12-08,13199,468.68
2010-12-08,18229,309.0
2010-12-08,14032,303.86
2010-12-08,17706,287.08
2010-12-08,17706,151.95
2010-12-08,17706,38.8
2010-12-08,16081,157.6
2010-12-08,16525,411.44
2010-12-08,17975,314.1
2010-12-08,16122,105.72
2010-12-08,13126,203.64
2010-12-08,15973,307.82
2010-12-08,13126,19.8
2010-12-08,16558,569.4
2010-12-08,16893,145.93
2010-12-08,14606,215.88
2010-12-08,17677,651.6
2010-12-08,15100,350.4
2010-12-08,15750,39.0
2010-12-08,15021,205.64
2010-12-08,15529,295.66
2010-12-08,15498,450.92
2010-12-08,18043,316.46
2010-12-08,16016,382.27
2010-12-08,14060,281.0
2010-12-08,17722,910.14
2010-12-08,17324,127.05
2010-12-08,17341,513.6
2010-12-08,14051,623.42
2010-12-08,16233,147.4
2010-12-08,16385,148.23
2010-12-08,15032,2746.75
2010-12-08,16713,414.43
2010-12-08,17213,312.9
2010-12-08,18061,405.16
2010-12-08,15916,142.95
2010-12-08,12748,69.79
2010-12-08,15221,403.25
2010-12-08,13455,692.94
2010-12-08,15916,89.5
2010-12-08,12748,130.64
2010-12-08,13113,372.97
2010-12-08,15311,251.09
2010-12-08,14217,118.3
2010-12-08,15032,23.85
2010-12-08,17262,268.86
2010-12-08,18259,376.3
2010-12-08,17676,300.7
2010-12-08,16679,129.75
2010-12-08,18269,168.6
2010-12-08,12766,1149.29
2010-12-08,15298,397.6
2010-12-08,13523,566.95
2010-12-08,15005,222.5
2010-12-08,15581,272.34
2010-12-08,15332,63
2010-12-08,15680,478.89
2010-12-08,15498,525.8
2010-12-08,13649,197.8
2010-12-08,17894,106.77
2010-12-08,13270,590
2010-12-08,14866,103.68
2010-12-08,13077,313.72
2010-12-08,13531,305.45
2010-12-08,13848,320
2010-12-08,13140,159.51
2010-12-08,15713,171.15
2010-12-08,17999,190.34
2010-12-08,17690,71.4
2010-12-08,15347,201.6
2010-12-08,14766,180.4
2010-12-08,13777,180
2010-12-08,13777,75
2010-12-08,16722,318.84
2010-12-08,13758,356.4
2010-12-08,17340,2671.27
2010-12-08,13984,154.8
2010-12-08,15996,263.25
2010-12-08,14030,670.55
2010-12-08,16596,120.65
2010-12-08,12971,111.53
2010-12-08,14030,5.95
2010-12-08,16700,336.94
2010-12-08,16011,237.95
2010-12-08,17655,676.1
2010-12-08,16717,307.25
2010-12-08,12433,1867.98
2010-12-08,12748,167.09
2010-12-09,14243,213.3
2010-12-09,12963,365.8
2010-12-09,15513,956.5
2010-12-09,15079,141.95
2010-12-09,14437,63.0
2010-12-09,15694,525.93
2010-12-09,12942,258.75
2010-12-09,15660,209.3
2010-12-09,18092,1485.72
2010-12-09,15358,524.35
2010-12-09,13319,670.48
2010-12-09,15358,100.2
2010-12-09,13319,88.8
2010-12-09,12481,159.38
2010-12-09,12621,464.61
2010-12-09,14299,429.24
2010-12-09,18071,258.95
2010-12-09,12683,213.88
2010-12-09,17377,364.4
2010-12-09,12755,3794.4
2010-12-09,15983,382.66
2010-12-09,13854,309.4
2010-12-09,12797,254.03
2010-12-09,16782,371.7
2010-12-09,13369,308.28
2010-12-09,12494,57.6
2010-12-09,17857,1335.2
2010-12-09,12712,295.1
2010-12-09,12748,101.9
2010-12-09,14932,363.53
2010-12-09,12429,1281.5
2010-12-09,13090,832.8
2010-12-09,14987,163.2
2010-12-09,14355,174.4
2010-12-09,12683,849.2
2010-12-09,14911,945.55
2010-12-09,17526,226.8
2010-12-09,14896,257.22
2010-12-09,14527,224.38
2010-12-09,17062,114.79
2010-12-09,14440,656.7
2010-12-09,13240,224.07
2010-12-09,14479,174.4
2010-12-09,16065,372.09
2010-12-09,17430,112.6
2010-12-09,16520,325.76
2010-12-09,15945,181.0
2010-12-09,12748,18.4
2010-12-09,12748,15.9
2010-12-09,18041,205.35
2010-12-09,15856,1571.32
2010-12-09,17198,249.65
2010-12-09,13102,316.82
2010-12-09,18102,1914.24
2010-12-09,15271,111.75
2010-12-09,13982,428.6
2010-12-09,15288,165.65
2010-12-09,17978,300.92
2010-12-09,16795,414.88
2010-12-09,16519,103.7
2010-12-09,17816,16.21
2010-12-09,15311,272.36
2010-12-09,14667,686.15
2010-12-09,16255,374.25
2010-12-09,17671,394.18
2010-12-09,17646,251.0
2010-12-09,12872,378.53
2010-12-09,17339,60
2010-12-09,12682,739.05
2010-12-09,13117,186.03
2010-12-09,17097,174.72
2010-12-09,15192,315.0
2010-12-09,15380,230.1
2010-12-09,17950,190.35
2010-12-09,17950,72.82
2010-12-09,12826,155.0
2010-12-09,17456,249.86
2010-12-09,15811,289.85
2010-12-09,13327,685.0
2010-12-09,13327,60.0
2010-12-09,17017,144.5
2010-12-09,18225,30
2010-12-09,17838,218.4
2010-12-09,15211,383.07
2010-12-09,15596,402.32
2010-12-09,13090,15
2010-12-09,16163,441.6
2010-12-09,16907,182.02
2010-12-09,15555,620.35
2010-12-09,17576,119.65
2010-12-09,17841,257.95
2010-12-09,14031,185.82
2010-12-09,17965,119.45
2010-12-09,14713,298.95
2010-12-09,14702,318.7
2010-12-09,13230,93.45
2010-12-09,13969,317.59
2010-12-09,17530,300.64
2010-12-10,15805,370.8
2010-12-10,12471,1982.41
2010-12-10,12471,378
2010-12-10,17675,402.0
2010-12-10,17696,157.9
2010-12-10,17696,17.7
2010-12-10,13418,369.1
2010-12-10,17076,151.5
2010-12-10,17827,115.08
2010-12-10,16265,651.83
2010-12-10,17880,458.92
2010-12-10,16265,188.98
2010-12-10,13000,201.75
2010-12-10,16499,218.1
2010-12-10,17790,127.9
2010-12-10,15061,5375.28
2010-12-10,15061,135
2010-12-10,15061,67.5
2010-12-10,17790,0.95
2010-12-10,15061,337.5
2010-12-10,12731,1071.9
2010-12-10,14419,124.1
2010-12-10,17827,919.8
2010-12-10,14082,182.25
2010-12-10,17912,95.25
2010-12-10,15723,203.1
2010-12-10,14667,274.73
2010-12-10,13767,186.6
2010-12-10,16656,428.76
2010-12-10,12748,336.16
2010-12-10,17827,236.92
2010-12-10,12748,271.47
2010-12-10,14037,111.8
2010-12-10,12748,185.06
2010-12-10,14256,523.86
2010-12-10,17690,239.7
2010-12-10,14543,254.4
2010-12-10,16062,247.56
2010-12-10,18116,139.68
2010-12-10,18118,132.65
2010-12-10,16019,219.1
2010-12-10,14911,1156.05
2010-12-10,18178,300.65
2010-12-10,18065,228.12
2010-12-10,18065,116.9
2010-12-10,14952,686.16
2010-12-10,12748,612.1
2010-12-10,12748,10.29
2010-12-10,12748,1.9
2010-12-10,13148,309.4
2010-12-10,12989,202.5
2010-12-10,14667,213.26
2010-12-10,14107,363.24
2010-12-10,15881,114.45
2010-12-10,15529,25.8
2010-12-10,12785,311.95
2010-12-10,16727,272.82
2010-12-10,15514,1136.32
2010-12-10,15514,401.92
2010-12-10,15514,39.95
2010-12-10,13448,385.58
2010-12-10,13787,106.4
2010-12-10,17865,756.45
2010-12-10,17220,317.5
2010-12-10,16565,173.7
2010-12-10,13798,3762.66
2010-12-10,16873,2157.64
2010-12-10,17912,9.9
2010-12-10,14062,966.62
2010-12-10,17757,158.0
2010-12-10,18016,156.65
2010-12-10,14448,102.35
2010-12-12,17243,338.6
2010-12-12,18109,275.3
2010-12-12,14800,664.01
2010-12-12,15503,147.09
2010-12-12,17251,283.28
2010-12-12,16923,550.5
2010-12-12,15570,350.24
2010-12-12,14159,193.22
2010-12-12,14577,346.9
2010-12-12,17126,212.6
2010-12-12,17218,214.24
2010-12-12,12753,3590.59
2010-12-12,17211,324.22
2010-12-12,17236,126.28
2010-12-12,16393,106.75
2010-12-12,17372,172.71
2010-12-12,16367,170.91
2010-12-12,12875,293.76
2010-12-12,17917,110.91
2010-12-12,16010,110.1
2010-12-12,17085,452.99
2010-12-12,16779,330.92
2010-12-12,15224,11.6
2010-12-12,13668,177.66
2010-12-12,13715,212.08
2010-12-12,14684,168.36
2010-12-12,17819,388.65
2010-12-12,13715,11.9
2010-12-12,17188,513.64
2010-12-12,16011,168.15
2010-12-12,15547,767.37
2010-12-12,15998,863.39
2010-12-12,14413,122.7
2010-12-12,18004,169.47
2010-12-12,13959,214.74
2010-12-12,16665,135.4
2010-12-12,15454,179.1
2010-12-12,15044,835.95
2010-12-12,17937,1393.56
2010-12-12,14608,204
2010-12-12,17618,320.28
2010-12-12,14505,1050.35
2010-12-12,18037,31.3
2010-12-13,14180,339.4
2010-12-13,16210,539.2
2010-12-13,13198,384.55
2010-12-13,12540,881.01
2010-12-13,13225,1206.72
2010-12-13,15361,418.92
2010-12-13,15689,103.5
2010-12-13,14290,777.56
2010-12-13,13209,318.85
2010-12-13,14796,357.61
2010-12-13,15881,40.8
2010-12-13,17790,127.0
2010-12-13,12747,347.71
2010-12-13,17428,540.95
2010-12-13,17790,27.8
2010-12-13,13069,309.72
2010-12-13,13069,1.9
2010-12-13,13999,302.1
2010-12-13,14498,166.22
2010-12-13,14741,310.8
2010-12-13,15854,230.1
2010-12-13,16701,476.76
2010-12-13,16927,218.1
2010-12-13,17990,168.0
2010-12-13,15555,171.04
2010-12-13,14544,1121.92
2010-12-13,17338,767.6
2010-12-13,17799,223.48
2010-12-13,14565,1167.41
2010-12-13,13408,689.04
2010-12-13,16726,129.57
2010-12-13,14085,491.24
2010-12-13,17303,250.04
2010-12-13,14639,676.54
2010-12-13,17611,244.19
2010-12-13,17231,232.01
2010-12-13,17179,243.0
2010-12-13,17524,145.0
2010-12-13,15640,1485.78
2010-12-13,12476,12.45
2010-12-13,13269,310.74
2010-12-13,17293,346.14
2010-12-13,17937,760.32
2010-12-13,15311,280.94
2010-12-13,17890,476.96
2010-12-13,13089,1247.64
2010-12-13,13089,91.9
2010-12-13,17375,109.71
2010-12-13,17371,97.63
2010-12-13,15867,201.4
2010-12-13,17969,125.2
2010-12-13,14625,585.53
2010-12-13,15808,1228.4
2010-12-13,15194,309.05
2010-12-13,15159,1822.88
2010-12-13,15159,38.1
2010-12-13,14733,1695.12
2010-12-13,17576,177.35
2010-12-13,12748,1.9
2010-12-13,13211,110.7
2010-12-13,12748,0.95
2010-12-13,15777,365.55
2010-12-13,16455,150.68
2010-12-13,14525,462.3
2010-12-14,15694,15
2010-12-14,13324,650.1
2010-12-14,14829,148.36
2010-12-14,13050,300.92
2010-12-14,13948,102.0
2010-12-14,14667,312.4
2010-12-14,17894,167.86
2010-12-14,16202,365.27
2010-12-14,16442,151.66
2010-12-14,18075,198.95
2010-12-14,14524,275.45
2010-12-14,14907,325.22
2010-12-14,14907,17.4
2010-12-14,15602,60
2010-12-14,17526,11.8
2010-12-14,17975,307.39
2010-12-14,15356,215.32
2010-12-14,14901,134.65
2010-12-14,14961,976.7
2010-12-14,14961,206.0
2010-12-14,13267,293.85
2010-12-14,17041,304.5
2010-12-14,17685,10.5
2010-12-14,15039,706.25
2010-12-14,16458,193.9
2010-12-14,16083,337.98
2010-12-14,17194,252.62
2010-12-14,14057,632.52
2010-12-14,15514,306.52
2010-12-14,14871,140.4
2010-12-14,13178,710.0
2010-12-14,18044,74.25
2010-12-14,15983,324.72
2010-12-14,18219,179.87
2010-12-14,16812,479.35
2010-12-14,16191,301.2
2010-12-14,12370,1590.82
2010-12-14,14298,2594.76
2010-12-14,14298,231.84
2010-12-14,16191,326.4
2010-12-14,14298,146.46
2010-12-14,18144,337.6
